string_value,Category
when i need to wait over an hour on the phone to reset an oracle database password this is not acceptable.,long_holdtime
"trying to set up new iphone that is supposed to take 15 minutes... got stuck at step3, then 30 minutes on hold, and still on step 3...",long_holdtime
"i waited 44 min for someone to come on the line, i again, tell him what i need, he played around with the website and then tells me i need advanced tech support.",long_holdtime
that's what i said an hour ago.,long_holdtime
this only thing i wasn't satisfied with was the wait time on the phone from when i called until someone answered.,long_holdtime
long wait time on phone for initial response.,long_holdtime
"wait time for help desk was quite a while, but when they answer, they usually resolve problem, and have a great attitude when helping you.",long_holdtime
the only downfall from this was the actual wait time on hold to actually speak to a representative.,long_holdtime
"i waited on the phone for 40 minutes, then submitted a request for a call back, another 1 hour waiting for a call back.",long_holdtime
finally i get connected to someone who tells me to call another department within kaiser and he gives me a phone number that is no longer in service.,long_holdtime
"the hold times, are so long.",long_holdtime
the hold time was 35 minutes.,long_holdtime
"waited about 10-15"" for chat response.",long_holdtime
the accrual is still not correct and i am still missing over 100 hours of vacation and over 250 hours of eib.,long_holdtime
i can't get through to hr without waiting for several hours.,long_holdtime
the wait on hold was a little long.,long_holdtime
waiting time was over 2o minutes though,long_holdtime
my only complaint is the wait time which was over 20 minutes.,long_holdtime
"i waited on hold 2 different times, 1st time i had to hang up do to pt's at my desk  and both were longer than 30min each time.",long_holdtime
"only thing, i was on hold for about 45 min.",long_holdtime
that was a long time to listen to the same music ever 30 secs.,long_holdtime
lol can we get a music station or something while we wait?,long_holdtime
too far too long on the phone.,long_holdtime
waiting for a person to talk to took like more than 30 minutes.,long_holdtime
time to resolve is issue has a low mark because of the length of time ii had to wait on hold (55 minutes),long_holdtime
time waiting for support to be available was long.,long_holdtime
waited over 45 minutes,long_holdtime
after waiting an hour on hold.,long_holdtime
i asked him to wait on the line and he hung up.,long_holdtime
i had to wait another 40 mins to get help.,long_holdtime
"a little long of a call wait time, but not an emergency issue",long_holdtime
"outstanding experience after a somewhat long, understandably,  wait for assistance.",long_holdtime
"the wait times are long, , but not much you can do about that.",long_holdtime
wait time was terrible.,long_holdtime
"needed help with my iphone issue, and the it rep was amazing and resolved the issue,  wait time was 45 min.",long_holdtime
my only issue was that i was holding for an extended amount of time prior to getting an advanced technical support person.,long_holdtime
"however, it should always be available at all times, not having to wait more than 3 min",long_holdtime
the wait time on the phone to be able to speak with the service tech was very long.,long_holdtime
wait time on phone was a bit long but forewarned by the message.,long_holdtime
"the original problem came back, outlook froze again and had to call back and wait an hour before it could be readdressed.",long_holdtime
"other than the wait time which the tech has no control over, i was very happy.",long_holdtime
"the representative was good, but the wait was just horrible.",long_holdtime
"once i was on the phone with support it was less than 10 minutes to fix the problem, unfortunately it was 1.5 hours and 8 pts who did not get treated before that happened.",long_holdtime
just wish i did not have to wait so long when it was impacting pt care,long_holdtime
